N,P,K,temperature,humidity,ph,rainfall,label
26.55,142.24,205.5,21.81,91.72,5.99,101.66,apple
22.98,144.5,198.39,29.43,80.6,5.61,69.76,grapes
15.99,27.79,33.23,28.78,51.35,5.2,100.62,mango
27.01,11.78,33.17,27.67,92.71,6.16,180.24,coconut
28.56,68.01,15.9,29.37,30.34,6.01,43.05,lentil
22.75,56.49,21.09,28.94,80.61,7.22,58.81,mungbean
101.24,8.81,53.62,29.68,90.97,6.13,29.76,muskmelon
18.29,16.01,32.57,27.1,92.38,5.97,136.52,coconut
17.11,19.48,14.41,14.85,90.81,6.48,110.31,orange
80.56,18.33,47.27,29.79,93.59,6.76,22.01,muskmelon
30.57,6.4,6.73,10.31,92.97,7.77,113.41,orange
28.5,68.55,20.61,34.95,36.69,6.0,175.27,pigeonpeas
29.34,134.87,199.87,21.1,93.0,5.71,125.03,apple
23.08,56.46,78.34,20.92,18.25,7.47,83.1,chickpea
30.54,70.67,15.11,32.62,73.4,6.87,70.71,blackgram
100.31,25.39,34.45,27.02,61.78,6.28,214.83,coffee
27.81,63.78,23.47,21.25,18.44,6.38,86.9,kidneybeans
16.13,19.38,29.35,28.12,95.33,6.05,144.37,coconut
30.52,64.0,75.88,21.68,17.32,6.26,78.89,chickpea
26.01,50.08,23.84,30.52,55.3,5.18,40.21,mothbeans
19.76,62.71,21.28,27.73,59.01,4.2,49.49,mothbeans
21.58,129.79,198.93,20.01,80.46,6.58,70.23,grapes
47.58,71.91,77.16,20.29,16.36,7.13,68.73,chickpea
23.02,16.42,9.83,33.51,91.47,6.83,115.74,orange
29.76,56.12,16.42,18.63,45.03,5.16,51.73,lentil
45.24,66.83,16.92,31.67,69.35,7.2,69.8,blackgram
102.88,92.69,46.22,27.67,83.79,6.12,104.46,banana
26.34,8.98,28.1,27.64,91.73,6.38,135.98,coconut
18.61,15.86,13.12,26.98,93.03,7.13,117.22,orange
75.57,35.27,53.11,20.64,84.79,6.9,295.06,rice
15.48,48.38,19.24,27.3,89.57,6.9,54.57,mungbean
29.38,8.09,31.55,25.22,90.53,6.05,137.35,coconut
20.68,124.4,206.15,16.82,80.73,6.08,79.64,grapes
33.37,56.24,18.72,27.22,58.22,7.01,34.73,mothbeans
17.91,19.61,28.62,28.01,94.88,6.06,194.03,coconut
26.49,71.92,21.14,15.62,21.41,5.58,84.45,kidneybeans
19.16,12.14,29.71,26.94,96.57,5.95,172.26,coconut
17.59,46.41,20.49,29.39,41.56,4.45,62.36,mothbeans
105.33,72.49,51.04,25.6,75.79,6.29,102.08,banana
23.77,15.9,13.95,26.85,91.02,7.87,105.29,orange
95.21,15.31,51.33,27.24,80.54,6.3,45.6,watermelon
97.78,26.62,36.1,25.69,56.31,6.89,186.45,coffee
40.29,56.99,15.16,34.64,65.65,7.21,61.59,blackgram
106.58,15.94,54.28,28.0,92.52,6.01,20.07,muskmelon
94.53,24.44,35.11,24.05,67.55,5.93,164.93,coffee
84.77,7.93,54.73,27.46,91.35,6.59,26.1,muskmelon
28.23,127.78,199.8,22.36,92.72,5.56,127.87,apple
119.61,75.24,45.12,29.99,77.81,6.5,95.3,banana
73.85,43.67,39.75,22.07,59.49,6.4,67.04,maize
98.71,17.45,48.6,28.29,92.05,6.37,29.26,muskmelon
46.97,62.27,22.94,34.41,69.35,7.48,76.1,blackgram
30.1,122.22,207.92,24.25,90.13,5.59,101.47,apple
42.16,63.89,22.42,27.28,60.88,6.6,69.49,blackgram
15.61,45.11,20.38,28.08,55.38,7.6,50.39,mothbeans
98.46,10.48,48.93,26.78,91.25,6.54,55.37,watermelon
107.62,82.84,51.51,29.45,79.4,6.85,112.52,banana
100.95,14.36,46.89,25.88,88.64,6.53,47.91,watermelon
18.51,54.19,22.06,27.92,56.12,4.53,52.11,mothbeans
77.5,57.6,41.97,23.6,91.75,5.79,262.21,rice
17.72,19.39,31.39,29.24,94.32,5.91,198.4,coconut
33.81,18.91,37.8,34.77,60.45,4.92,106.44,mango
27.86,129.55,209.35,19.55,83.77,6.85,65.41,grapes
23.81,17.85,41.84,24.18,87.04,7.25,101.2,pomegranate
22.08,72.6,17.16,19.74,22.25,5.8,68.2,kidneybeans
26.72,136.85,207.06,31.07,80.39,6.27,76.06,grapes
83.86,45.01,44.82,34.64,90.76,6.38,188.63,jute
65.12,38.8,37.78,24.49,82.73,5.69,289.68,rice
108.19,53.66,21.06,26.36,77.92,7.86,87.65,cotton
23.3,50.55,23.5,27.59,88.2,6.97,48.38,mungbean
39.82,61.41,16.92,28.09,74.62,6.82,68.89,blackgram
19.4,73.64,18.97,15.61,22.32,5.61,80.71,kidneybeans
61.38,57.73,40.18,24.64,84.68,6.04,254.67,rice
29.25,137.2,199.79,16.83,83.74,6.88,69.15,grapes
33.0,137.2,209.79,24.07,93.77,5.72,123.14,apple
24.4,11.83,40.82,20.5,86.64,6.51,116.6,pomegranate
31.87,64.7,20.34,32.25,48.05,5.05,188.4,pigeonpeas
79.2,50.0,30.83,24.25,72.2,7.06,61.98,maize
94.02,56.68,39.17,25.53,68.95,6.86,90.93,maize
28.88,129.87,200.59,22.82,90.71,6.13,110.92,apple
16.28,71.49,20.05,25.99,30.88,5.4,160.21,pigeonpeas
19.49,10.39,32.18,28.06,91.43,5.88,162.75,coconut
26.62,74.81,23.3,25.96,58.3,5.67,138.31,pigeonpeas
39.62,52.54,51.28,34.3,91.16,6.34,156.84,papaya
57.95,60.28,47.92,26.38,90.06,6.43,144.62,papaya
39.5,55.84,75.63,21.53,14.84,6.83,79.39,chickpea
27.59,16.93,12.82,18.88,92.87,7.67,113.76,orange
87.62,35.98,50.99,24.4,81.23,6.75,292.09,rice
33.94,14.04,10.79,15.8,90.23,7.89,106.27,orange
19.58,71.78,23.77,20.92,42.02,5.58,37.04,lentil
20.5,15.49,31.31,35.06,64.65,6.09,93.23,mango
106.03,72.91,50.36,27.19,77.68,6.41,116.14,banana
114.01,75.32,51.69,27.71,83.33,5.69,93.89,banana
61.26,48.25,38.71,32.04,82.99,7.01,186.46,jute
25.94,121.02,199.73,28.14,83.7,6.79,64.57,grapes
58.43,52.33,54.78,32.39,90.75,6.47,160.74,papaya
22.14,127.5,198.21,21.15,90.17,6.37,120.35,apple
31.36,134.69,198.78,15.13,80.04,6.21,65.92,grapes
92.08,18.35,48.84,26.95,85.71,6.12,58.56,watermelon
118.13,46.3,21.76,26.4,83.44,7.02,99.47,cotton
17.94,67.22,17.81,16.45,21.62,5.51,60.46,kidneybeans
89.67,14.16,54.39,26.69,80.9,6.46,57.82,watermelon
18.77,68.45,24.84,19.83,30.33,5.8,127.41,pigeonpeas
22.88,67.6,19.17,19.73,23.74,5.05,52.47,lentil
84.13,14.18,46.67,28.59,92.95,6.3,20.35,muskmelon
93.02,72.37,54.76,26.43,79.24,6.47,90.74,banana
15.13,62.22,21.37,18.85,34.46,6.6,54.92,lentil
30.44,141.88,204.21,21.75,91.14,5.98,128.63,apple
20.78,61.81,20.41,16.08,21.88,6.04,105.71,kidneybeans
25.87,24.81,30.81,32.83,45.9,4.64,99.14,mango
67.42,56.72,40.53,24.94,71.9,7.02,91.31,maize
29.6,7.47,10.66,17.82,90.89,7.72,108.07,orange
29.12,22.36,28.87,34.96,56.54,5.05,95.38,mango
17.53,15.92,26.84,27.56,90.75,6.42,154.08,coconut
67.08,37.22,37.41,23.23,83.1,5.73,250.34,rice
33.54,18.52,5.9,13.3,92.48,6.21,106.91,orange
95.35,22.08,38.03,25.07,63.02,5.53,162.69,coffee
116.17,47.87,19.21,24.84,77.52,6.75,100.0,cotton
22.85,66.07,21.52,21.49,64.35,6.53,187.03,pigeonpeas
46.88,64.21,17.18,26.34,74.3,6.15,63.98,blackgram
108.57,17.52,54.03,29.44,92.3,6.25,23.7,muskmelon
29.7,55.25,21.42,27.4,82.61,6.63,51.99,mungbean
80.74,15.93,38.32,27.34,60.36,6.84,197.49,coffee
92.58,42.05,37.36,24.88,89.43,6.75,273.51,rice
98.58,8.48,45.01,29.27,94.93,6.81,24.6,muskmelon
40.17,60.24,54.9,38.22,91.48,6.24,133.06,papaya
59.06,60.78,52.6,30.93,92.27,6.59,178.44,papaya
25.27,47.2,18.05,28.49,82.86,7.1,40.48,mungbean
20.29,132.99,201.76,8.41,81.34,6.49,71.84,grapes
34.51,20.0,33.93,27.81,57.12,4.72,109.18,mango
27.43,57.97,18.77,27.11,89.94,6.35,41.08,mungbean
42.01,56.09,81.33,21.76,17.61,7.55,95.95,chickpea
83.45,47.65,37.23,18.16,72.44,7.36,88.26,maize
31.83,24.27,34.67,27.26,61.57,6.47,95.18,mango
24.66,11.24,44.78,19.4,87.15,6.08,103.46,pomegranate
25.89,15.11,28.36,25.85,94.65,5.98,181.02,coconut
22.94,26.15,33.71,30.49,48.42,5.07,101.51,mango
86.18,41.83,44.02,19.36,63.65,7.39,80.99,maize
25.12,11.06,33.62,25.91,94.35,6.45,173.78,coconut
33.01,59.8,22.73,29.44,63.65,4.83,30.04,mothbeans
82.82,76.95,48.25,29.73,77.83,6.19,110.14,banana
23.37,5.85,26.7,26.43,92.26,6.17,131.28,coconut
92.72,56.52,35.14,23.58,86.26,5.44,211.99,rice
21.91,61.71,24.85,33.42,58.05,6.68,164.97,pigeonpeas
83.07,20.89,35.05,25.35,60.76,5.68,169.6,coffee
46.28,78.92,75.69,17.29,15.69,6.15,73.64,chickpea
22.88,6.37,29.36,27.91,94.18,5.83,167.97,coconut
18.15,61.2,20.03,33.69,56.91,6.89,140.04,pigeonpeas
47.12,45.32,50.92,25.22,90.01,6.62,131.34,papaya
100.07,19.14,53.23,27.13,92.36,6.4,23.1,muskmelon
20.97,59.39,20.75,27.42,80.11,6.82,59.52,mungbean
89.86,51.24,51.98,24.6,88.52,5.19,236.77,rice
103.17,22.0,31.3,27.45,61.56,5.61,225.73,coffee
38.72,68.17,19.38,27.77,68.37,6.69,78.66,blackgram
21.41,7.02,37.96,22.01,89.42,6.19,114.93,pomegranate
15.81,129.66,201.09,21.67,90.09,5.63,119.64,apple
88.82,13.4,48.01,24.67,84.89,6.23,50.7,watermelon
35.19,76.58,80.19,19.4,14.15,6.35,78.31,chickpea
94.11,19.32,46.16,27.79,88.8,6.64,52.91,watermelon
95.77,70.03,46.2,27.67,81.75,6.13,111.92,banana
82.8,21.29,33.75,23.74,66.48,6.62,222.27,coffee
82.71,29.9,35.48,23.81,55.19,5.76,217.05,coffee
22.09,55.91,16.4,16.94,24.8,5.83,88.92,kidneybeans
33.94,50.01,23.48,26.13,64.76,3.62,54.14,mothbeans
80.47,19.01,53.1,27.35,81.12,6.74,59.2,watermelon
30.12,64.68,16.23,28.08,73.89,6.32,79.32,blackgram
106.48,80.85,53.19,29.53,76.2,6.3,98.54,banana
120.07,58.02,19.04,26.47,81.44,6.04,96.23,cotton
24.02,69.11,21.88,17.62,19.17,5.93,68.56,kidneybeans
93.16,35.93,36.93,20.07,57.41,5.65,94.81,maize
88.82,15.65,46.15,28.22,94.24,6.37,25.91,muskmelon
24.63,11.76,9.24,22.73,94.73,7.1,119.06,orange
18.28,9.28,42.93,24.34,94.75,5.96,117.63,pomegranate
78.7,50.34,28.34,26.92,59.63,7.39,92.48,maize
104.93,5.62,45.23,28.12,90.74,6.56,29.17,muskmelon
23.11,136.99,196.01,28.78,82.63,6.74,63.41,grapes
41.79,60.86,53.04,28.52,91.68,6.13,124.45,papaya
88.58,12.75,47.63,27.63,93.0,6.09,20.58,muskmelon
34.4,5.38,12.86,18.03,90.19,7.84,102.79,orange
82.53,17.18,52.19,29.19,90.5,6.72,26.8,muskmelon
94.8,49.93,37.19,24.01,88.02,6.59,188.3,jute
23.78,121.12,208.8,24.46,78.17,6.53,69.64,grapes
76.98,37.91,43.31,27.88,83.6,7.34,174.83,jute
61.7,44.25,39.19,33.91,82.97,7.47,159.04,jute
104.28,15.34,38.97,26.43,55.51,6.73,166.02,coffee
134.11,44.94,18.07,25.48,79.58,7.13,104.97,cotton
28.94,13.4,38.86,20.94,90.62,5.51,101.57,pomegranate
101.83,40.15,21.95,25.64,78.65,6.94,73.33,cotton
26.34,64.17,17.89,21.3,18.81,6.46,78.84,kidneybeans
25.92,13.21,5.53,19.96,91.35,8.0,106.17,orange
112.32,18.91,36.99,24.36,55.5,6.28,165.73,coffee
22.79,68.55,18.12,20.42,23.41,6.02,118.56,kidneybeans
21.17,123.26,197.99,28.57,78.38,6.79,79.23,grapes
25.38,135.14,209.44,28.63,80.83,6.36,78.56,grapes
37.3,62.8,80.06,19.2,14.63,7.1,72.56,chickpea
15.77,28.18,29.72,28.16,54.37,6.0,90.62,mango
26.71,5.13,42.61,22.99,88.66,5.61,115.1,pomegranate
58.15,62.96,48.34,41.86,90.51,6.05,171.34,papaya
24.8,73.77,23.71,20.36,23.52,6.16,75.62,kidneybeans
94.65,24.68,39.21,23.21,68.78,6.41,214.59,coffee
29.74,11.8,44.89,18.38,88.55,6.46,110.06,pomegranate
32.14,59.12,19.03,29.07,89.45,7.02,46.63,mungbean
36.93,48.88,51.56,39.53,91.26,6.33,152.23,papaya
27.34,71.08,20.53,18.64,19.0,6.28,76.28,kidneybeans
15.57,54.58,18.08,30.3,47.66,3.68,53.53,mothbeans
19.7,14.98,33.4,26.8,93.42,6.48,184.87,coconut
16.82,73.24,21.33,26.65,30.29,7.16,35.56,lentil
32.12,11.52,36.93,19.34,92.69,6.03,115.34,pomegranate
26.37,21.59,26.01,31.18,61.41,6.04,106.64,mango
14.82,68.67,20.94,27.06,32.38,6.34,43.11,lentil
36.96,67.4,20.45,26.26,64.35,6.48,64.27,blackgram
99.21,79.33,49.93,27.9,76.89,6.85,110.23,banana
96.56,8.46,52.44,26.13,89.71,6.78,44.3,watermelon
116.93,87.23,46.27,26.78,80.92,6.75,91.31,banana
104.34,8.34,52.17,27.77,86.33,6.54,49.22,watermelon
23.85,6.72,13.37,10.69,94.17,6.28,117.73,orange
60.79,37.6,41.0,19.61,68.05,5.98,64.97,maize
12.92,64.93,16.23,22.81,34.03,7.32,51.06,lentil
99.48,91.96,50.27,29.65,79.84,6.24,93.59,banana
29.71,64.67,23.64,19.12,20.63,5.79,72.19,kidneybeans
42.33,61.66,51.14,40.53,91.16,6.12,120.37,papaya
21.75,60.69,18.0,27.92,82.41,6.35,41.36,mungbean
27.17,17.43,30.7,26.53,91.74,5.83,173.99,coconut
106.79,40.19,18.95,23.94,79.22,7.84,103.96,cotton
17.99,12.65,39.61,24.31,94.3,6.27,109.83,pomegranate
40.89,55.96,49.53,39.92,90.5,6.26,165.11,papaya
73.37,54.27,27.13,18.68,69.56,6.49,94.42,maize
124.67,41.87,21.12,26.97,80.31,7.37,71.87,cotton
21.69,132.73,202.99,22.07,93.65,5.87,101.37,apple
30.46,128.47,197.15,38.03,79.85,6.49,71.33,grapes
100.88,20.03,25.02,24.54,59.18,6.09,160.55,coffee
89.26,18.78,32.0,27.49,57.24,6.74,173.3,coffee
102.08,7.07,54.66,27.28,82.45,6.19,42.51,watermelon
74.33,38.86,37.04,25.62,84.85,7.2,178.45,jute
34.12,55.02,15.39,34.77,63.64,7.33,76.78,blackgram
29.07,24.67,30.61,35.56,45.44,5.26,108.42,mango
114.32,57.88,18.28,26.92,81.16,6.37,93.95,cotton
90.89,39.97,35.11,25.71,90.6,6.46,277.13,rice
28.28,11.21,5.45,29.61,93.39,6.95,118.0,orange
21.11,132.94,200.73,27.75,78.69,7.0,68.51,grapes
48.8,61.86,24.88,29.85,62.69,7.78,69.21,blackgram
26.48,54.15,24.15,28.67,89.6,6.07,41.96,mungbean
82.28,12.52,51.87,27.17,87.0,6.91,58.84,watermelon
83.32,45.54,42.85,25.36,61.84,6.02,78.98,maize
21.77,57.59,18.76,19.19,44.92,6.34,50.56,lentil
24.03,72.85,19.43,19.25,22.42,6.09,102.16,kidneybeans
26.59,127.17,200.5,10.94,78.31,5.88,61.48,grapes
61.02,37.7,35.63,24.45,84.72,6.02,290.76,rice
26.04,9.11,5.65,11.25,90.58,6.14,115.21,orange
35.95,69.5,80.34,20.04,18.59,7.53,90.13,chickpea
19.43,120.87,201.14,18.12,82.85,6.7,69.14,grapes
84.62,16.91,52.85,27.71,91.44,6.94,28.26,muskmelon
25.02,129.37,204.39,24.17,91.12,6.06,121.26,apple
26.66,73.72,20.14,29.4,41.43,6.18,51.96,lentil
22.49,59.94,20.57,24.7,53.92,7.3,61.84,mothbeans
21.11,50.07,22.71,29.46,47.88,4.1,55.3,mothbeans
65.26,52.9,43.18,19.62,59.75,7.44,69.05,maize
33.89,77.5,75.22,20.32,19.78,6.9,97.79,chickpea
16.78,17.97,38.21,19.25,87.39,6.34,105.02,pomegranate
85.92,13.63,54.25,24.59,91.65,6.95,57.69,watermelon
23.42,17.59,10.9,14.8,92.91,7.01,107.97,orange
23.15,44.03,22.59,31.77,54.05,6.72,32.74,mothbeans
84.31,47.82,29.61,19.59,59.41,5.87,98.98,maize
25.89,69.19,19.17,32.05,53.35,7.36,123.39,pigeonpeas
33.13,7.87,41.15,20.84,85.41,6.19,105.3,pomegranate
28.08,72.78,22.05,29.38,36.26,5.92,177.31,pigeonpeas
21.55,125.25,202.38,8.69,82.03,6.28,77.97,grapes
18.64,43.92,23.79,24.34,50.48,4.26,65.17,mothbeans
26.21,64.48,15.58,21.7,24.6,6.29,119.48,kidneybeans
21.61,54.11,23.95,25.61,63.36,6.6,62.93,mothbeans
63.7,49.25,35.7,29.95,84.62,6.47,193.52,jute
24.71,128.85,208.37,21.66,90.6,6.08,119.72,apple
129.87,42.2,19.7,23.07,75.34,6.97,74.91,cotton
28.04,66.39,23.32,29.9,26.54,7.08,48.49,lentil
119.66,18.66,27.98,25.63,63.06,6.16,211.75,coffee
105.84,73.77,54.33,26.92,82.3,5.53,96.16,banana
16.74,125.57,197.82,22.98,81.95,5.9,60.24,grapes
32.46,44.22,18.38,29.15,84.75,7.27,47.67,mungbean
39.1,56.03,51.05,36.99,93.4,6.29,139.82,papaya
74.44,37.29,43.35,19.23,74.0,6.39,69.26,maize
88.97,20.39,28.46,25.9,66.97,6.68,179.16,coffee
86.44,14.51,52.61,27.94,82.17,6.77,46.78,watermelon
25.18,62.39,24.53,32.9,57.89,6.64,156.94,pigeonpeas
49.45,62.2,19.78,28.55,70.24,7.32,74.31,blackgram
16.6,51.92,22.41,29.49,87.83,6.42,58.82,mungbean
51.45,60.03,77.59,17.82,15.98,7.39,83.18,chickpea
18.23,64.54,23.03,22.45,55.62,6.5,133.02,pigeonpeas
62.44,41.92,51.12,25.24,82.77,5.42,237.05,rice
80.68,22.2,37.88,27.48,69.34,6.82,196.4,coffee
107.22,18.71,34.01,24.29,60.0,6.16,192.34,coffee
97.94,54.09,27.8,25.82,64.75,7.29,99.99,maize
32.59,8.0,14.47,18.56,92.2,7.41,111.75,orange
102.49,7.04,45.67,29.93,94.78,6.06,24.43,muskmelon
33.56,133.22,206.31,22.76,92.98,5.7,111.13,apple
59.97,54.18,50.94,29.54,93.23,6.99,122.94,papaya
48.41,55.24,20.53,32.41,67.28,6.17,79.45,blackgram
82.13,13.97,47.64,26.11,86.21,6.92,50.98,watermelon
50.44,59.0,79.62,17.05,15.48,7.32,99.71,chickpea
15.5,10.65,13.96,16.87,91.37,6.61,112.25,orange
25.1,19.83,39.65,18.41,87.62,6.37,103.14,pomegranate
43.34,62.81,50.5,32.03,90.36,6.71,162.17,papaya
21.25,132.86,203.83,24.16,92.62,6.11,112.35,apple
29.46,56.79,21.87,18.46,20.71,6.13,102.23,kidneybeans
15.89,67.08,21.87,15.8,20.69,5.96,82.14,kidneybeans
100.72,13.01,48.79,25.36,87.45,6.89,49.92,watermelon
69.73,35.8,44.85,27.77,82.37,7.36,179.25,jute
33.88,20.04,33.41,27.86,49.01,5.53,94.12,mango
28.28,10.08,44.36,24.39,87.09,5.58,114.83,pomegranate
43.54,56.28,20.96,32.4,63.16,7.68,60.61,blackgram
110.03,45.06,20.52,26.05,83.76,7.7,108.24,cotton
18.29,55.73,16.08,17.37,23.62,6.07,90.76,kidneybeans
22.82,18.82,31.4,25.86,95.46,5.93,171.41,coconut
72.44,43.13,49.59,24.46,93.31,5.94,211.96,rice
15.51,71.54,20.63,27.15,48.54,5.62,46.38,lentil
98.76,53.74,27.6,24.82,55.49,5.54,76.18,maize
28.23,58.03,81.15,20.87,17.86,6.83,66.47,chickpea
104.47,11.76,48.25,28.41,94.09,6.12,28.58,muskmelon
17.97,14.54,14.49,34.92,91.88,7.2,117.13,orange
22.35,12.89,43.09,20.53,90.24,6.84,105.39,pomegranate
46.45,59.63,76.74,17.49,17.96,7.41,74.28,chickpea
15.97,58.29,19.06,29.12,48.42,6.26,45.35,lentil
88.76,42.43,36.33,22.28,68.27,7.37,96.63,maize
27.78,68.36,20.93,21.25,19.3,5.58,74.37,kidneybeans
26.04,5.12,30.39,28.97,92.13,6.1,176.82,coconut
107.46,6.88,49.18,28.03,92.49,6.46,25.19,muskmelon
101.47,17.0,48.46,24.69,80.03,6.45,47.05,watermelon
25.28,47.71,22.01,26.6,40.98,4.72,30.26,mothbeans
68.6,35.78,30.25,23.36,56.03,6.49,89.84,maize
67.26,57.71,36.67,21.61,64.24,7.39,67.67,maize
16.58,51.07,19.83,26.75,60.86,7.71,37.43,mothbeans
44.95,66.29,80.87,17.84,18.42,7.66,72.59,chickpea
48.45,65.05,18.28,32.37,60.55,6.95,66.73,blackgram
63.9,35.8,42.53,28.95,91.94,6.15,192.78,jute
39.14,58.47,50.96,30.01,90.07,6.08,143.5,papaya
24.01,69.87,20.06,19.44,18.5,5.75,81.71,kidneybeans
100.93,6.23,49.18,28.68,90.94,6.45,26.01,muskmelon
32.13,12.36,7.17,14.24,90.0,7.44,102.22,orange
46.31,66.95,18.94,29.73,72.82,6.68,77.39,blackgram
15.15,67.96,17.45,26.61,51.07,7.02,47.29,lentil
83.15,45.97,39.51,22.38,72.47,7.3,81.09,maize
22.84,57.43,19.35,29.13,46.5,7.49,65.83,mothbeans
24.7,13.11,43.18,19.2,93.08,6.89,111.12,pomegranate
24.38,46.71,18.71,25.34,43.68,7.88,60.37,mothbeans
86.58,15.59,52.83,25.82,88.38,6.39,43.2,watermelon
103.47,12.96,50.9,24.8,83.45,6.16,44.99,watermelon
23.15,53.03,24.28,27.59,80.23,7.29,51.54,mungbean
65.58,42.3,42.33,23.19,91.78,5.4,251.42,rice
80.35,13.82,50.01,29.62,90.42,6.68,26.8,muskmelon
28.77,60.07,18.07,31.02,51.43,7.01,185.71,pigeonpeas
92.34,42.62,36.95,24.79,86.6,5.24,249.52,rice
100.46,18.99,39.04,25.29,56.91,6.15,160.16,coffee
19.42,49.52,23.66,30.59,49.62,5.57,42.13,mothbeans
30.97,56.99,75.86,21.47,15.15,6.31,72.93,chickpea
83.01,73.36,51.45,26.7,82.08,6.34,97.68,banana
15.65,56.47,21.73,24.83,44.31,6.06,41.85,mothbeans
34.7,56.7,75.26,17.68,19.78,6.87,98.8,chickpea
27.62,63.64,24.67,23.43,25.71,6.17,54.03,lentil
109.95,16.29,53.64,26.6,90.28,6.11,46.95,watermelon
20.8,24.43,26.77,32.89,50.67,4.5,92.54,mango
73.91,43.0,38.61,34.57,84.33,6.79,199.12,jute
51.48,50.46,47.45,27.33,94.25,6.62,131.19,papaya
20.35,59.92,24.15,22.02,58.09,6.6,47.63,lentil
41.26,60.3,54.48,37.19,94.41,6.64,143.26,papaya
82.83,19.83,54.49,24.31,91.2,6.36,56.89,watermelon
42.43,70.09,81.76,21.02,15.62,7.56,82.44,chickpea
25.01,56.14,21.57,27.36,83.12,7.2,57.23,mungbean
84.99,10.24,52.42,29.27,93.33,6.23,25.88,muskmelon
23.2,62.61,24.77,15.78,20.96,5.54,104.39,kidneybeans
23.27,41.0,19.92,29.87,89.54,6.53,40.86,mungbean
55.45,51.99,47.13,31.36,91.36,6.09,169.81,papaya
33.94,64.93,20.66,20.93,61.45,6.7,150.75,pigeonpeas
34.15,54.14,21.6,24.68,53.72,5.21,54.29,mothbeans
110.31,24.62,38.85,26.91,57.71,6.7,201.34,coffee
25.82,55.13,19.54,28.88,85.72,6.28,41.19,mungbean
86.75,12.79,50.63,27.78,82.35,6.64,56.35,watermelon
27.13,135.11,207.41,22.88,79.65,5.9,70.72,grapes
48.7,72.31,84.91,17.64,14.62,7.31,85.24,chickpea
93.62,16.02,48.67,24.08,81.21,6.5,53.8,watermelon
34.92,19.33,27.24,29.17,63.72,5.8,97.3,mango
22.97,7.55,8.83,31.79,91.82,7.9,118.93,orange
32.04,13.31,12.18,32.43,94.51,6.66,119.05,orange
89.84,49.58,54.24,22.62,84.29,6.74,222.36,rice
61.63,49.77,48.55,20.12,87.68,5.45,264.52,rice
23.98,131.0,196.37,33.15,79.28,5.8,68.26,grapes
69.99,47.24,29.42,26.89,73.88,5.58,95.28,maize
21.28,57.28,19.9,25.52,44.62,5.04,47.2,mothbeans
15.0,69.24,16.76,20.82,39.77,7.74,39.23,lentil
116.09,41.33,20.06,24.38,81.72,7.9,84.28,cotton
78.96,51.69,38.45,21.35,80.61,5.34,227.86,rice
16.05,143.72,204.62,24.51,92.7,5.86,115.38,apple
20.05,9.67,6.21,31.62,92.47,7.14,111.39,orange
32.22,135.39,195.19,32.33,80.51,6.35,72.98,grapes
15.78,68.34,20.26,34.16,65.52,5.48,192.08,pigeonpeas
23.06,13.9,30.43,25.5,92.55,5.55,157.7,coconut
101.34,17.01,38.99,27.47,57.85,6.02,199.08,coffee
30.99,7.0,6.11,33.05,93.76,7.18,115.38,orange
26.23,15.72,12.28,26.66,94.35,7.74,111.58,orange
26.07,71.68,22.4,16.0,23.27,6.27,99.51,kidneybeans
129.75,57.13,19.24,24.57,78.57,7.67,62.22,cotton
82.66,14.13,47.88,24.64,86.53,6.53,41.52,watermelon
111.2,89.28,47.28,29.61,80.93,6.07,105.06,banana
98.25,74.27,47.67,27.55,76.47,6.42,106.97,banana
97.11,18.6,52.84,28.87,91.58,6.54,20.91,muskmelon
19.57,5.37,8.84,13.54,93.55,7.32,100.88,orange
16.9,128.33,200.6,15.5,81.51,6.16,60.68,grapes
18.37,60.91,21.84,27.57,87.2,6.77,52.09,mungbean
21.11,56.32,18.49,15.78,23.66,6.45,64.34,kidneybeans
19.28,121.5,199.88,13.03,82.26,6.3,62.88,grapes
65.17,58.85,47.12,21.6,90.08,6.24,235.82,rice
69.67,37.33,52.94,26.3,89.5,5.68,234.92,rice
41.93,46.97,54.79,30.03,94.35,6.0,121.26,papaya
20.62,44.34,20.66,30.41,49.8,6.88,35.02,mothbeans
40.36,67.28,17.37,29.83,66.44,6.15,62.12,blackgram
92.14,42.05,38.55,25.25,92.1,6.98,241.26,rice
17.66,43.97,24.64,29.64,89.07,7.49,44.17,mungbean
24.81,58.04,19.4,19.31,18.58,6.38,108.22,kidneybeans
35.18,56.06,22.26,26.21,64.54,7.06,71.29,blackgram
18.27,44.61,19.42,28.16,80.51,6.6,50.23,mungbean
67.39,59.24,50.5,26.58,93.42,6.2,292.19,rice
28.4,71.41,22.6,18.59,53.75,6.31,41.85,lentil
99.57,82.81,47.68,27.27,79.71,6.56,118.22,banana
24.19,72.47,22.24,15.84,24.32,5.57,92.04,kidneybeans
69.91,43.9,50.16,20.1,81.74,5.09,204.07,rice
55.15,52.78,49.88,41.83,91.07,6.42,137.51,papaya
89.9,47.57,29.64,26.1,62.68,6.59,105.32,maize
27.5,63.81,18.02,16.82,19.36,5.56,80.55,kidneybeans
98.59,85.76,49.5,25.94,80.08,6.29,114.32,banana
28.34,78.26,76.16,21.09,16.28,7.69,95.38,chickpea
34.93,60.68,75.73,20.02,18.01,7.05,81.22,chickpea
28.87,15.6,37.59,31.03,57.73,5.05,103.54,mango
82.67,15.41,46.66,29.36,91.25,6.42,23.5,muskmelon
